TransferID,Date,OriginFacilityID,DestinationFacilityID,ProductID,TransferPallets,SupplyChainFlow
STO07470,2025-09-14,F03,F04,P039,32.0,EU to EU Internal
STO07471,2025-09-17,F03,F04,P040,77.0,EU to EU Internal
STO07472,2025-09-21,F03,F04,P041,21.0,EU to EU Internal
STO07473,2025-09-20,F03,F04,P042,135.0,EU to EU Internal
STO07474,2025-09-23,F03,F04,P043,157.0,EU to EU Internal
STO07475,2025-09-23,F03,F04,P044,53.0,EU to EU Internal
STO07476,2025-09-18,F03,F04,P045,82.0,EU to EU Internal
STO07477,2025-09-15,F03,F04,P046,134.0,EU to EU Internal
STO07478,2025-09-14,F03,F04,P047,94.0,EU to EU Internal
STO07479,2025-09-12,F03,F04,P048,37.0,EU to EU Internal
STO07480,2025-09-19,F03,F04,P049,12.0,EU to EU Internal
STO07481,2025-09-11,F03,F04,P050,150.0,EU to EU Internal
STO07482,2025-09-23,F03,F04,P051,250.0,EU to EU Internal
STO07483,2025-09-22,F03,F04,P052,133.0,EU to EU Internal
STO07484,2025-09-17,F03,F04,P053,76.0,EU to EU Internal
STO07485,2025-09-12,F03,F04,P054,33.0,EU to EU Internal
STO07486,2025-09-14,F03,F04,P055,33.0,EU to EU Internal
STO07487,2025-09-15,F03,F04,P056,160.0,EU to EU Internal
STO07488,2025-09-13,F03,F04,P057,126.0,EU to EU Internal
STO07489,2025-09-14,F03,F04,P058,79.0,EU to EU Internal
STO07490,2025-09-11,F03,F04,P059,27.0,EU to EU Internal
STO07491,2025-09-17,F03,F04,P060,25.0,EU to EU Internal
STO07492,2025-09-18,F03,F04,P061,173.0,EU to EU Internal
STO07493,2025-09-16,F03,F04,P062,68.0,EU to EU Internal
STO07494,2025-09-21,F03,F04,P063,107.0,EU to EU Internal
STO07495,2025-09-15,F03,F04,P064,54.0,EU to EU Internal
STO07496,2025-09-20,F03,F04,P065,96.0,EU to EU Internal
STO07497,2025-09-10,F03,F04,P066,11.0,EU to EU Internal
STO07498,2025-09-14,F03,F04,P067,3.0,EU to EU Internal
STO07499,2025-09-16,F03,F04,P068,6.0,EU to EU Internal
STO07500,2025-09-20,F03,F04,P069,32.0,EU to EU Internal
STO07501,2025-09-11,F03,F04,P070,8.0,EU to EU Internal
STO07502,2025-09-19,F03,F04,P071,116.0,EU to EU Internal
STO07503,2025-09-19,F03,F04,P072,31.0,EU to EU Internal
STO07504,2025-09-17,F03,F04,P073,132.0,EU to EU Internal
STO07505,2025-09-16,F03,F04,P074,44.0,EU to EU Internal
STO07506,2025-09-13,F03,F04,P075,38.0,EU to EU Internal
STO07507,2025-09-16,F03,F04,P076,25.0,EU to EU Internal
STO07508,2025-09-11,F03,F04,P077,132.0,EU to EU Internal
STO07509,2025-09-15,F03,F04,P078,28.0,EU to EU Internal
STO07510,2025-09-12,F03,F04,P079,142.0,EU to EU Internal
STO07511,2025-09-13,F03,F04,P080,25.0,EU to EU Internal
STO07512,2025-09-14,F03,F04,P081,213.0,EU to EU Internal
STO07513,2025-09-19,F03,F04,P082,190.0,EU to EU Internal
STO07514,2025-09-17,F03,F04,P083,11.0,EU to EU Internal
STO07515,2025-09-11,F03,F04,P084,89.0,EU to EU Internal
STO07516,2025-09-21,F03,F04,P085,128.0,EU to EU Internal
STO07517,2025-09-20,F03,F04,P086,26.0,EU to EU Internal
STO07518,2025-09-15,F03,F04,P087,128.0,EU to EU Internal
STO07519,2025-09-17,F03,F04,P088,39.0,EU to EU Internal
STO07520,2025-09-12,F03,F04,P091,106.0,EU to EU Internal
STO07521,2025-09-12,F03,F04,P092,112.0,EU to EU Internal
STO07522,2025-09-18,F03,F04,P093,144.0,EU to EU Internal
STO07523,2025-09-16,F03,F04,P094,242.0,EU to EU Internal
STO07524,2025-09-19,F03,F04,P095,56.0,EU to EU Internal
STO07525,2025-09-19,F03,F04,P096,60.0,EU to EU Internal
STO07526,2025-09-16,F03,F04,P097,176.0,EU to EU Internal
STO07527,2025-09-13,F03,F04,P098,178.0,EU to EU Internal
STO07528,2025-09-20,F03,F04,P099,188.0,EU to EU Internal
STO07529,2025-09-14,F03,F04,P100,10.0,EU to EU Internal
STO07530,2025-09-16,F01,F05,P002,1.0,EU to EU Internal
STO07531,2025-09-17,F01,F05,P003,15.0,EU to EU Internal
STO07532,2025-09-23,F01,F05,P005,59.0,EU to EU Internal
STO07533,2025-09-11,F01,F05,P007,3.0,EU to EU Internal
STO07534,2025-09-10,F01,F05,P008,26.0,EU to EU Internal
STO07535,2025-09-12,F01,F05,P009,54.0,EU to EU Internal
STO07536,2025-09-22,F01,F05,P010,26.0,EU to EU Internal
STO07537,2025-09-16,F01,F05,P011,33.0,EU to EU Internal
STO07538,2025-09-16,F01,F05,P012,13.0,EU to EU Internal
STO07539,2025-09-19,F01,F05,P014,25.0,EU to EU Internal
STO07540,2025-09-16,F01,F05,P015,130.0,EU to EU Internal
STO07541,2025-09-21,F01,F05,P017,13.0,EU to EU Internal
STO07542,2025-09-15,F01,F05,P018,16.0,EU to EU Internal
STO07543,2025-09-11,F01,F05,P019,53.0,EU to EU Internal
STO07544,2025-09-20,F01,F05,P020,55.0,EU to EU Internal
STO07545,2025-09-10,F01,F05,P021,29.0,EU to EU Internal
STO07546,2025-09-21,F01,F05,P022,15.0,EU to EU Internal
STO07547,2025-09-20,F01,F05,P023,45.0,EU to EU Internal
STO07548,2025-09-15,F01,F05,P024,14.0,EU to EU Internal
STO07549,2025-09-20,F01,F05,P025,20.0,EU to EU Internal
STO07550,2025-09-10,F01,F05,P026,7.0,EU to EU Internal
STO07551,2025-09-13,F01,F05,P028,26.0,EU to EU Internal
STO07552,2025-09-18,F01,F05,P029,1.0,EU to EU Internal
STO07553,2025-09-19,F01,F05,P030,20.0,EU to EU Internal
STO07554,2025-09-22,F01,F05,P032,14.0,EU to EU Internal
STO07555,2025-09-19,F01,F05,P034,32.0,EU to EU Internal
STO07556,2025-09-20,F01,F05,P035,23.0,EU to EU Internal
STO07557,2025-09-19,F01,F05,P037,21.0,EU to EU Internal
STO07558,2025-09-17,F01,F05,P038,12.0,EU to EU Internal
STO07559,2025-09-11,F01,F05,P039,67.0,EU to EU Internal
STO07560,2025-09-22,F01,F05,P041,23.0,EU to EU Internal
STO07561,2025-09-13,F01,F05,P042,29.0,EU to EU Internal
STO07562,2025-09-20,F01,F05,P043,29.0,EU to EU Internal
STO07563,2025-09-20,F01,F05,P044,21.0,EU to EU Internal
STO07564,2025-09-14,F01,F05,P045,42.0,EU to EU Internal
STO07565,2025-09-16,F01,F05,P046,108.0,EU to EU Internal
STO07566,2025-09-17,F01,F05,P047,4.0,EU to EU Internal
STO07567,2025-09-16,F01,F05,P048,28.0,EU to EU Internal
STO07568,2025-09-14,F01,F05,P049,13.0,EU to EU Internal
STO07569,2025-09-23,F01,F05,P050,11.0,EU to EU Internal
STO07570,2025-09-19,F01,F05,P051,24.0,EU to EU Internal
STO07571,2025-09-23,F01,F05,P052,9.0,EU to EU Internal
STO07572,2025-09-16,F01,F05,P055,4.0,EU to EU Internal
STO07573,2025-09-20,F01,F05,P056,26.0,EU to EU Internal
STO07574,2025-09-14,F01,F05,P057,94.0,EU to EU Internal
STO07575,2025-09-11,F01,F05,P059,90.0,EU to EU Internal
STO07576,2025-09-19,F01,F05,P061,54.0,EU to EU Internal
STO07577,2025-09-16,F01,F05,P062,28.0,EU to EU Internal
STO07578,2025-09-19,F01,F05,P063,24.0,EU to EU Internal
STO07579,2025-09-10,F01,F05,P064,13.0,EU to EU Internal
STO07580,2025-09-17,F01,F05,P065,25.0,EU to EU Internal
STO07581,2025-09-19,F01,F05,P067,17.0,EU to EU Internal
STO07582,2025-09-17,F01,F05,P069,14.0,EU to EU Internal
STO07583,2025-09-18,F01,F05,P070,35.0,EU to EU Internal
STO07584,2025-09-12,F01,F05,P071,39.0,EU to EU Internal
STO07585,2025-09-11,F01,F05,P072,22.0,EU to EU Internal
STO07586,2025-09-16,F01,F05,P073,47.0,EU to EU Internal
STO07587,2025-09-10,F01,F05,P076,10.0,EU to EU Internal
STO07588,2025-09-21,F01,F05,P077,2.0,EU to EU Internal
STO07589,2025-09-12,F01,F05,P079,29.0,EU to EU Internal
STO07590,2025-09-15,F01,F05,P080,11.0,EU to EU Internal
STO07591,2025-09-11,F01,F05,P081,48.0,EU to EU Internal
STO07592,2025-09-19,F01,F05,P083,23.0,EU to EU Internal
STO07593,2025-09-18,F01,F05,P084,34.0,EU to EU Internal
STO07594,2025-09-12,F01,F05,P085,25.0,EU to EU Internal
STO07595,2025-09-19,F01,F05,P086,46.0,EU to EU Internal
STO07596,2025-09-19,F01,F05,P087,58.0,EU to EU Internal
STO07597,2025-09-20,F01,F05,P088,46.0,EU to EU Internal
STO07598,2025-09-21,F01,F05,P089,33.0,EU to EU Internal
STO07599,2025-09-17,F01,F05,P090,11.0,EU to EU Internal
STO07600,2025-09-17,F01,F05,P091,39.0,EU to EU Internal
STO07601,2025-09-16,F01,F05,P092,23.0,EU to EU Internal
STO07602,2025-09-16,F01,F05,P093,13.0,EU to EU Internal
STO07603,2025-09-12,F01,F05,P095,7.0,EU to EU Internal
STO07604,2025-09-17,F01,F05,P096,17.0,EU to EU Internal
STO07605,2025-09-19,F01,F05,P097,88.0,EU to EU Internal
STO07606,2025-09-14,F01,F05,P099,19.0,EU to EU Internal
STO07607,2025-09-21,F01,F06,P001,52.0,EU to EU Internal
STO07608,2025-09-11,F01,F06,P002,42.0,EU to EU Internal
STO07609,2025-09-14,F01,F06,P003,12.0,EU to EU Internal
STO07610,2025-09-23,F01,F06,P004,9.0,EU to EU Internal
STO07611,2025-09-12,F01,F06,P005,85.0,EU to EU Internal
STO07612,2025-09-10,F01,F06,P006,35.0,EU to EU Internal
STO07613,2025-09-18,F01,F06,P007,41.0,EU to EU Internal
STO07614,2025-09-21,F01,F06,P008,33.0,EU to EU Internal
STO07615,2025-09-12,F01,F06,P009,74.0,EU to EU Internal
STO07616,2025-09-20,F01,F06,P010,78.0,EU to EU Internal
STO07617,2025-09-14,F01,F06,P011,135.0,EU to EU Internal
STO07618,2025-09-19,F01,F06,P012,43.0,EU to EU Internal
STO07619,2025-09-10,F01,F06,P013,21.0,EU to EU Internal
STO07620,2025-09-18,F01,F06,P014,32.0,EU to EU Internal
STO07621,2025-09-15,F01,F06,P015,13.0,EU to EU Internal
STO07622,2025-09-19,F01,F06,P016,79.0,EU to EU Internal
STO07623,2025-09-14,F01,F06,P017,86.0,EU to EU Internal
STO07624,2025-09-14,F01,F06,P018,48.0,EU to EU Internal
STO07625,2025-09-23,F01,F06,P019,39.0,EU to EU Internal
STO07626,2025-09-15,F01,F06,P020,87.0,EU to EU Internal
STO07627,2025-09-11,F01,F06,P021,57.0,EU to EU Internal
STO07628,2025-09-13,F01,F06,P022,65.0,EU to EU Internal
STO07629,2025-09-23,F01,F06,P023,84.0,EU to EU Internal
STO07630,2025-09-11,F01,F06,P024,23.0,EU to EU Internal
STO07631,2025-09-14,F01,F06,P025,48.0,EU to EU Internal
STO07632,2025-09-11,F01,F06,P026,9.0,EU to EU Internal
STO07633,2025-09-11,F01,F06,P027,42.0,EU to EU Internal
STO07634,2025-09-22,F01,F06,P028,51.0,EU to EU Internal
STO07635,2025-09-14,F01,F06,P029,43.0,EU to EU Internal
STO07636,2025-09-10,F01,F06,P030,92.0,EU to EU Internal
STO07637,2025-09-15,F01,F06,P031,107.0,EU to EU Internal
STO07638,2025-09-18,F01,F06,P032,83.0,EU to EU Internal
STO07639,2025-09-19,F01,F06,P033,47.0,EU to EU Internal
STO07640,2025-09-21,F01,F06,P034,16.0,EU to EU Internal
STO07641,2025-09-13,F01,F06,P035,28.0,EU to EU Internal
STO07642,2025-09-16,F01,F06,P036,24.0,EU to EU Internal
STO07643,2025-09-19,F01,F06,P037,35.0,EU to EU Internal
STO07644,2025-09-23,F01,F06,P038,68.0,EU to EU Internal
STO07645,2025-09-13,F01,F06,P039,98.0,EU to EU Internal
STO07646,2025-09-13,F01,F06,P040,35.0,EU to EU Internal
STO07647,2025-09-14,F01,F06,P041,21.0,EU to EU Internal
STO07648,2025-09-11,F01,F06,P042,127.0,EU to EU Internal
STO07649,2025-09-13,F01,F06,P043,38.0,EU to EU Internal
STO07650,2025-09-13,F01,F06,P044,66.0,EU to EU Internal
STO07651,2025-09-14,F01,F06,P045,62.0,EU to EU Internal
STO07652,2025-09-17,F01,F06,P046,110.0,EU to EU Internal
STO07653,2025-09-19,F01,F06,P047,45.0,EU to EU Internal
STO07654,2025-09-19,F01,F06,P048,73.0,EU to EU Internal
STO07655,2025-09-11,F01,F06,P049,30.0,EU to EU Internal
STO07656,2025-09-23,F01,F06,P050,78.0,EU to EU Internal
STO07657,2025-09-22,F01,F06,P051,60.0,EU to EU Internal
STO07658,2025-09-10,F01,F06,P052,55.0,EU to EU Internal
STO07659,2025-09-22,F01,F06,P053,15.0,EU to EU Internal
STO07660,2025-09-16,F01,F06,P054,21.0,EU to EU Internal
STO07661,2025-09-16,F01,F06,P055,22.0,EU to EU Internal
STO07662,2025-09-16,F01,F06,P056,21.0,EU to EU Internal
STO07663,2025-09-17,F01,F06,P057,95.0,EU to EU Internal
STO07664,2025-09-17,F01,F06,P058,47.0,EU to EU Internal
STO07665,2025-09-19,F01,F06,P059,115.0,EU to EU Internal
STO07666,2025-09-17,F01,F06,P060,44.0,EU to EU Internal
STO07667,2025-09-10,F01,F06,P061,100.0,EU to EU Internal
STO07668,2025-09-13,F01,F06,P062,34.0,EU to EU Internal
STO07669,2025-09-17,F01,F06,P063,79.0,EU to EU Internal
STO07670,2025-09-20,F01,F06,P064,71.0,EU to EU Internal
STO07671,2025-09-18,F01,F06,P065,91.0,EU to EU Internal
STO07672,2025-09-22,F01,F06,P066,14.0,EU to EU Internal
STO07673,2025-09-16,F01,F06,P067,34.0,EU to EU Internal
STO07674,2025-09-14,F01,F06,P068,60.0,EU to EU Internal
STO07675,2025-09-19,F01,F06,P069,43.0,EU to EU Internal
STO07676,2025-09-20,F01,F06,P070,28.0,EU to EU Internal
STO07677,2025-09-14,F01,F06,P071,9.0,EU to EU Internal
STO07678,2025-09-16,F01,F06,P072,68.0,EU to EU Internal
STO07679,2025-09-23,F01,F06,P073,72.0,EU to EU Internal
STO07680,2025-09-21,F01,F06,P074,82.0,EU to EU Internal
STO07681,2025-09-22,F01,F06,P075,33.0,EU to EU Internal
STO07682,2025-09-11,F01,F06,P076,54.0,EU to EU Internal
STO07683,2025-09-20,F01,F06,P077,118.0,EU to EU Internal
STO07684,2025-09-15,F01,F06,P078,21.0,EU to EU Internal
STO07685,2025-09-12,F01,F06,P079,62.0,EU to EU Internal
STO07686,2025-09-23,F01,F06,P080,29.0,EU to EU Internal
STO07687,2025-09-11,F01,F06,P081,138.0,EU to EU Internal
STO07688,2025-09-10,F01,F06,P082,46.0,EU to EU Internal
STO07689,2025-09-19,F01,F06,P083,33.0,EU to EU Internal
STO07690,2025-09-11,F01,F06,P084,11.0,EU to EU Internal
STO07691,2025-09-20,F01,F06,P085,36.0,EU to EU Internal
STO07692,2025-09-10,F01,F06,P086,87.0,EU to EU Internal
STO07693,2025-09-17,F01,F06,P087,56.0,EU to EU Internal
STO07694,2025-09-19,F01,F06,P088,49.0,EU to EU Internal
STO07695,2025-09-14,F01,F06,P089,108.0,EU to EU Internal
STO07696,2025-09-10,F01,F06,P090,17.0,EU to EU Internal
STO07697,2025-09-17,F01,F06,P091,29.0,EU to EU Internal
STO07698,2025-09-16,F01,F06,P092,41.0,EU to EU Internal
STO07699,2025-09-22,F01,F06,P093,110.0,EU to EU Internal
STO07700,2025-09-18,F01,F06,P094,150.0,EU to EU Internal
STO07701,2025-09-14,F01,F06,P095,40.0,EU to EU Internal
STO07702,2025-09-11,F01,F06,P096,30.0,EU to EU Internal
STO07703,2025-09-23,F01,F06,P097,84.0,EU to EU Internal
STO07704,2025-09-11,F01,F06,P098,128.0,EU to EU Internal
STO07705,2025-09-16,F01,F06,P099,71.0,EU to EU Internal
STO07706,2025-09-14,F01,F06,P100,66.0,EU to EU Internal
STO07707,2025-10-16,F03,F02,P001,42.0,EU to EU Internal
STO07708,2025-10-23,F03,F02,P002,42.0,EU to EU Internal
STO07709,2025-10-17,F03,F02,P003,85.0,EU to EU Internal
STO07710,2025-10-23,F03,F02,P004,125.0,EU to EU Internal
STO07711,2025-10-20,F03,F02,P005,110.0,EU to EU Internal
STO07712,2025-10-16,F03,F02,P006,6.0,EU to EU Internal
STO07713,2025-10-20,F03,F02,P008,39.0,EU to EU Internal
STO07714,2025-10-19,F03,F02,P009,3.0,EU to EU Internal
STO07715,2025-10-22,F03,F02,P010,75.0,EU to EU Internal
STO07716,2025-10-19,F03,F02,P011,20.0,EU to EU Internal
STO07717,2025-10-14,F03,F02,P012,12.0,EU to EU Internal
STO07718,2025-10-19,F03,F02,P013,21.0,EU to EU Internal
STO07719,2025-10-13,F03,F02,P014,127.0,EU to EU Internal
STO07720,2025-10-13,F03,F02,P016,64.0,EU to EU Internal
STO07721,2025-10-15,F03,F02,P017,7.0,EU to EU Internal
STO07722,2025-10-23,F03,F02,P018,44.0,EU to EU Internal
STO07723,2025-10-12,F03,F02,P019,120.0,EU to EU Internal
STO07724,2025-10-24,F03,F02,P021,68.0,EU to EU Internal
STO07725,2025-10-16,F03,F02,P022,16.0,EU to EU Internal
STO07726,2025-10-22,F03,F02,P023,42.0,EU to EU Internal
STO07727,2025-10-13,F03,F02,P024,26.0,EU to EU Internal
STO07728,2025-10-16,F03,F02,P026,16.0,EU to EU Internal
STO07729,2025-10-21,F03,F02,P027,51.0,EU to EU Internal
STO07730,2025-10-18,F03,F02,P028,48.0,EU to EU Internal
STO07731,2025-10-21,F03,F02,P029,57.0,EU to EU Internal
STO07732,2025-10-22,F03,F02,P030,25.0,EU to EU Internal
STO07733,2025-10-24,F03,F02,P031,149.0,EU to EU Internal
STO07734,2025-10-19,F03,F02,P032,26.0,EU to EU Internal
STO07735,2025-10-16,F03,F02,P033,15.0,EU to EU Internal
STO07736,2025-10-20,F03,F02,P034,45.0,EU to EU Internal
STO07737,2025-10-14,F03,F02,P035,25.0,EU to EU Internal
STO07738,2025-10-22,F03,F02,P036,87.0,EU to EU Internal
STO07739,2025-10-20,F03,F02,P037,35.0,EU to EU Internal
STO07740,2025-10-21,F03,F02,P038,112.0,EU to EU Internal
STO07741,2025-10-23,F03,F02,P039,9.0,EU to EU Internal
STO07742,2025-10-12,F03,F02,P040,16.0,EU to EU Internal
STO07743,2025-10-14,F03,F02,P041,42.0,EU to EU Internal
STO07744,2025-10-15,F03,F02,P042,53.0,EU to EU Internal
STO07745,2025-10-16,F03,F02,P043,102.0,EU to EU Internal
STO07746,2025-10-19,F03,F02,P044,20.0,EU to EU Internal
STO07747,2025-10-12,F03,F02,P045,26.0,EU to EU Internal
STO07748,2025-10-24,F03,F02,P046,77.0,EU to EU Internal
STO07749,2025-10-21,F03,F02,P047,129.0,EU to EU Internal
STO07750,2025-10-20,F03,F02,P048,18.0,EU to EU Internal
STO07751,2025-10-22,F03,F02,P049,35.0,EU to EU Internal
STO07752,2025-10-16,F03,F02,P050,50.0,EU to EU Internal
STO07753,2025-10-17,F03,F02,P051,33.0,EU to EU Internal
STO07754,2025-10-13,F03,F02,P052,2.0,EU to EU Internal
STO07755,2025-10-24,F03,F02,P053,29.0,EU to EU Internal
STO07756,2025-10-22,F03,F02,P054,3.0,EU to EU Internal
STO07757,2025-10-12,F03,F02,P055,41.0,EU to EU Internal
STO07758,2025-10-12,F03,F02,P056,43.0,EU to EU Internal
STO07759,2025-10-13,F03,F02,P057,105.0,EU to EU Internal
STO07760,2025-10-15,F03,F02,P058,43.0,EU to EU Internal
STO07761,2025-10-21,F03,F02,P059,16.0,EU to EU Internal
STO07762,2025-10-23,F03,F02,P060,12.0,EU to EU Internal
STO07763,2025-10-24,F03,F02,P061,73.0,EU to EU Internal
STO07764,2025-10-16,F03,F02,P062,21.0,EU to EU Internal
STO07765,2025-10-17,F03,F02,P063,69.0,EU to EU Internal
STO07766,2025-10-20,F03,F02,P064,34.0,EU to EU Internal
STO07767,2025-10-19,F03,F02,P065,43.0,EU to EU Internal
STO07768,2025-10-12,F03,F02,P068,22.0,EU to EU Internal
STO07769,2025-10-20,F03,F02,P069,60.0,EU to EU Internal
STO07770,2025-10-22,F03,F02,P070,121.0,EU to EU Internal
STO07771,2025-10-11,F03,F02,P071,53.0,EU to EU Internal
STO07772,2025-10-20,F03,F02,P072,3.0,EU to EU Internal
STO07773,2025-10-14,F03,F02,P073,6.0,EU to EU Internal
STO07774,2025-10-24,F03,F02,P074,28.0,EU to EU Internal
STO07775,2025-10-13,F03,F02,P075,27.0,EU to EU Internal
STO07776,2025-10-13,F03,F02,P076,33.0,EU to EU Internal
STO07777,2025-10-19,F03,F02,P077,71.0,EU to EU Internal
STO07778,2025-10-22,F03,F02,P079,49.0,EU to EU Internal
STO07779,2025-10-17,F03,F02,P080,5.0,EU to EU Internal
STO07780,2025-10-12,F03,F02,P081,112.0,EU to EU Internal
STO07781,2025-10-21,F03,F02,P082,74.0,EU to EU Internal
STO07782,2025-10-20,F03,F02,P083,5.0,EU to EU Internal
STO07783,2025-10-11,F03,F02,P084,16.0,EU to EU Internal
STO07784,2025-10-15,F03,F02,P085,50.0,EU to EU Internal
STO07785,2025-10-14,F03,F02,P086,5.0,EU to EU Internal
STO07786,2025-10-17,F03,F02,P087,42.0,EU to EU Internal
STO07787,2025-10-19,F03,F02,P088,77.0,EU to EU Internal
STO07788,2025-10-20,F03,F02,P089,58.0,EU to EU Internal
STO07789,2025-10-24,F03,F02,P091,9.0,EU to EU Internal
STO07790,2025-10-22,F03,F02,P092,75.0,EU to EU Internal
STO07791,2025-10-12,F03,F02,P093,44.0,EU to EU Internal
STO07792,2025-10-18,F03,F02,P094,58.0,EU to EU Internal
STO07793,2025-10-15,F03,F02,P095,45.0,EU to EU Internal
STO07794,2025-10-22,F03,F02,P096,42.0,EU to EU Internal
STO07795,2025-10-16,F03,F02,P097,130.0,EU to EU Internal
STO07796,2025-10-11,F03,F02,P098,23.0,EU to EU Internal
STO07797,2025-10-14,F03,F02,P099,13.0,EU to EU Internal
STO07798,2025-10-12,F03,F02,P100,38.0,EU to EU Internal
STO07799,2025-10-20,F03,F04,P001,70.0,EU to EU Internal
STO07800,2025-10-17,F03,F04,P002,84.0,EU to EU Internal
STO07801,2025-10-12,F03,F04,P003,63.0,EU to EU Internal
STO07802,2025-10-15,F03,F04,P004,102.0,EU to EU Internal
STO07803,2025-10-23,F03,F04,P005,60.0,EU to EU Internal
STO07804,2025-10-20,F03,F04,P006,30.0,EU to EU Internal
STO07805,2025-10-15,F03,F04,P007,57.0,EU to EU Internal
STO07806,2025-10-20,F03,F04,P008,26.0,EU to EU Internal
STO07807,2025-10-16,F03,F04,P009,29.0,EU to EU Internal
STO07808,2025-10-15,F03,F04,P010,48.0,EU to EU Internal
STO07809,2025-10-23,F03,F04,P011,40.0,EU to EU Internal
STO07810,2025-10-11,F03,F04,P012,41.0,EU to EU Internal
STO07811,2025-10-21,F03,F04,P013,126.0,EU to EU Internal
STO07812,2025-10-21,F03,F04,P014,86.0,EU to EU Internal
STO07813,2025-10-14,F03,F04,P015,108.0,EU to EU Internal
STO07814,2025-10-21,F03,F04,P016,216.0,EU to EU Internal
STO07815,2025-10-13,F03,F04,P018,117.0,EU to EU Internal
STO07816,2025-10-24,F03,F04,P019,58.0,EU to EU Internal
STO07817,2025-10-18,F03,F04,P020,126.0,EU to EU Internal
STO07818,2025-10-11,F03,F04,P021,13.0,EU to EU Internal
STO07819,2025-10-11,F03,F04,P022,167.0,EU to EU Internal
STO07820,2025-10-12,F03,F04,P023,75.0,EU to EU Internal
STO07821,2025-10-24,F03,F04,P024,20.0,EU to EU Internal
STO07822,2025-10-16,F03,F04,P025,35.0,EU to EU Internal
STO07823,2025-10-19,F03,F04,P026,51.0,EU to EU Internal
STO07824,2025-10-24,F03,F04,P027,136.0,EU to EU Internal
STO07825,2025-10-22,F03,F04,P028,97.0,EU to EU Internal
STO07826,2025-10-24,F03,F04,P029,104.0,EU to EU Internal
STO07827,2025-10-15,F03,F04,P030,168.0,EU to EU Internal
STO07828,2025-10-24,F03,F04,P031,119.0,EU to EU Internal
STO07829,2025-10-16,F03,F04,P032,114.0,EU to EU Internal
STO07830,2025-10-24,F03,F04,P033,45.0,EU to EU Internal
STO07831,2025-10-14,F03,F04,P034,62.0,EU to EU Internal
STO07832,2025-10-22,F03,F04,P035,26.0,EU to EU Internal
STO07833,2025-10-13,F03,F04,P036,70.0,EU to EU Internal
STO07834,2025-10-22,F03,F04,P037,70.0,EU to EU Internal
STO07835,2025-10-16,F03,F04,P038,82.0,EU to EU Internal
STO07836,2025-10-23,F03,F04,P039,49.0,EU to EU Internal
STO07837,2025-10-20,F03,F04,P040,134.0,EU to EU Internal
STO07838,2025-10-11,F03,F04,P041,18.0,EU to EU Internal
STO07839,2025-10-24,F03,F04,P042,54.0,EU to EU Internal
STO07840,2025-10-19,F03,F04,P043,153.0,EU to EU Internal
STO07841,2025-10-13,F03,F04,P044,59.0,EU to EU Internal
STO07842,2025-10-19,F03,F04,P045,69.0,EU to EU Internal
STO07843,2025-10-12,F03,F04,P046,126.0,EU to EU Internal
STO07844,2025-10-15,F03,F04,P047,139.0,EU to EU Internal
STO07845,2025-10-24,F03,F04,P048,38.0,EU to EU Internal
STO07846,2025-10-12,F03,F04,P049,15.0,EU to EU Internal
STO07847,2025-10-16,F03,F04,P050,142.0,EU to EU Internal
STO07848,2025-10-16,F03,F04,P051,217.0,EU to EU Internal
STO07849,2025-10-13,F03,F04,P052,118.0,EU to EU Internal
STO07850,2025-10-13,F03,F04,P053,100.0,EU to EU Internal
STO07851,2025-10-23,F03,F04,P054,45.0,EU to EU Internal
STO07852,2025-10-20,F03,F04,P055,27.0,EU to EU Internal
STO07853,2025-10-21,F03,F04,P056,139.0,EU to EU Internal
STO07854,2025-10-18,F03,F04,P057,91.0,EU to EU Internal
STO07855,2025-10-17,F03,F04,P058,142.0,EU to EU Internal
STO07856,2025-10-20,F03,F04,P059,39.0,EU to EU Internal
STO07857,2025-10-12,F03,F04,P060,25.0,EU to EU Internal
STO07858,2025-10-18,F03,F04,P061,192.0,EU to EU Internal
STO07859,2025-10-24,F03,F04,P062,85.0,EU to EU Internal
STO07860,2025-10-23,F03,F04,P063,49.0,EU to EU Internal
STO07861,2025-10-20,F03,F04,P064,36.0,EU to EU Internal
STO07862,2025-10-16,F03,F04,P065,129.0,EU to EU Internal
STO07863,2025-10-11,F03,F04,P066,5.0,EU to EU Internal
STO07864,2025-10-24,F03,F04,P067,7.0,EU to EU Internal
STO07865,2025-10-17,F03,F04,P068,3.0,EU to EU Internal
STO07866,2025-10-18,F03,F04,P069,41.0,EU to EU Internal
STO07867,2025-10-19,F03,F04,P070,36.0,EU to EU Internal
STO07868,2025-10-19,F03,F04,P071,128.0,EU to EU Internal
STO07869,2025-10-17,F03,F04,P072,82.0,EU to EU Internal
STO07870,2025-10-16,F03,F04,P073,110.0,EU to EU Internal
STO07871,2025-10-22,F03,F04,P074,56.0,EU to EU Internal
STO07872,2025-10-20,F03,F04,P075,69.0,EU to EU Internal
STO07873,2025-10-17,F03,F04,P076,77.0,EU to EU Internal
STO07874,2025-10-13,F03,F04,P077,97.0,EU to EU Internal
STO07875,2025-10-16,F03,F04,P078,30.0,EU to EU Internal
STO07876,2025-10-17,F03,F04,P079,144.0,EU to EU Internal
STO07877,2025-10-18,F03,F04,P080,20.0,EU to EU Internal
STO07878,2025-10-24,F03,F04,P081,194.0,EU to EU Internal
STO07879,2025-10-15,F03,F04,P082,201.0,EU to EU Internal
