OrderID,FacilityID,ShipToID,Date,SalesVolume,ProductID,ShipToCountry,ActualPrice
SO140173,F01,ST0129,2024-06-21,360,P045,Germany,82.33
SO140174,F02,ST0080,2025-10-29,388,P041,Netherlands,67.81
SO140175,F01,ST0047,2025-05-11,225,P097,Germany,234.64
SO140176,F01,ST0242,2024-12-13,326,P081,Germany,101.97
SO140177,F06,ST0020,2025-08-14,237,P087,Sweden,251.83
SO140178,F03,ST0118,2024-06-24,286,P036,Spain,90.16
SO140179,F04,ST0095,2025-03-27,48,P077,Italy,81.22
SO140180,F03,ST0234,2024-12-07,282,P017,France,67.14
SO140181,F01,ST0029,2025-10-13,357,P100,Germany,74.85
SO140182,F04,ST0180,2025-04-21,34,P056,Italy,8.0
SO140183,F03,ST0125,2024-08-25,391,P085,France,7.55
SO140184,F03,ST0093,2024-04-19,73,P021,France,55.44
SO140185,F04,ST0010,2025-01-10,316,P022,Italy,8.84
SO140186,F06,ST0186,2025-04-04,151,P098,Germany,10.46
SO140187,F06,ST0122,2025-07-24,202,P005,Germany,265.96
SO140188,F03,ST0098,2024-04-16,355,P038,Belgium,77.84
SO140189,F02,ST0074,2024-11-29,145,P092,Netherlands,90.35
SO140190,F04,ST0017,2024-06-02,107,P094,Italy,12.72
SO140191,F03,ST0008,2025-02-03,442,P069,France,59.04
SO140192,F01,ST0179,2025-05-27,219,P073,Germany,9.89
SO140193,F01,ST0083,2025-06-05,446,P036,Germany,82.87
SO140194,F06,ST0097,2025-09-19,377,P046,Sweden,11.24
SO140195,F04,ST0095,2025-07-10,145,P093,Italy,99.92
SO140196,F02,ST0087,2025-09-19,319,P034,Netherlands,95.17
SO140197,F01,ST0068,2025-03-17,351,P046,Germany,10.49
SO140198,F04,ST0195,2024-05-29,240,P022,Italy,8.03
SO140199,F03,ST0234,2024-10-29,129,P027,France,102.73
SO140200,F05,ST0119,2024-05-11,377,P073,Czech Republic,9.45
SO140201,F03,ST0215,2025-11-01,142,P059,France,98.9
SO140202,F06,ST0068,2024-07-19,254,P061,Germany,84.04
SO140203,F05,ST0077,2025-08-06,135,P015,Czech Republic,349.17
SO140204,F03,ST0100,2024-05-10,211,P082,France,94.7
SO140205,F03,ST0112,2024-08-18,39,P044,France,61.34
SO140206,F03,ST0126,2024-08-15,106,P019,Belgium,392.92
SO140207,F04,ST0045,2024-10-21,197,P053,Italy,12.53
SO140208,F04,ST0176,2025-12-10,263,P012,Italy,56.3
SO140209,F01,ST0219,2025-08-07,210,P024,Germany,75.3
SO140210,F03,ST0250,2024-06-25,495,P093,Spain,93.81
SO140211,F03,ST0028,2024-06-12,109,P093,France,95.4
SO140212,F04,ST0202,2025-01-15,252,P018,Italy,77.96
SO140213,F03,ST0118,2024-12-22,120,P030,Spain,85.38
SO140214,F06,ST0035,2024-04-02,68,P017,Germany,57.68
SO140215,F02,ST0113,2024-07-26,286,P052,Netherlands,13.14
SO140216,F03,ST0211,2025-03-01,492,P100,France,65.43
SO140217,F06,ST0232,2024-02-08,447,P087,Germany,255.63
SO140218,F03,ST0169,2024-09-16,219,P003,Spain,100.72
SO140219,F03,ST0110,2025-10-23,181,P029,France,86.4
SO140220,F02,ST0223,2024-05-05,400,P054,Belgium,61.68
SO140221,F02,ST0207,2024-02-15,124,P043,Netherlands,78.32
SO140222,F04,ST0010,2024-02-21,204,P065,Italy,105.81
SO140223,F02,ST0020,2025-04-25,72,P065,Sweden,93.09
SO140224,F04,ST0121,2024-03-14,427,P053,Spain,11.61
SO140225,F03,ST0021,2024-08-21,112,P049,France,51.25
SO140226,F06,ST0103,2024-09-27,198,P004,Germany,246.35
SO140227,F01,ST0101,2024-07-29,411,P078,Germany,57.73
SO140228,F05,ST0078,2024-08-21,101,P049,Czech Republic,43.62
SO140229,F04,ST0010,2025-08-17,213,P005,Italy,296.09
SO140230,F04,ST0218,2024-08-18,44,P065,Spain,101.78
SO140231,F06,ST0011,2024-04-19,50,P094,Germany,13.85
SO140232,F03,ST0201,2024-02-05,25,P097,France,283.09
SO140233,F04,ST0176,2025-10-30,338,P013,Italy,73.15
SO140234,F06,ST0101,2025-04-12,63,P022,Germany,8.26
SO140235,F05,ST0248,2025-06-14,213,P089,Czech Republic,57.93
SO140236,F06,ST0153,2025-03-30,276,P048,Germany,13.72
SO140237,F01,ST0147,2024-03-13,202,P086,Germany,72.49
SO140238,F01,ST0066,2025-03-29,126,P059,Germany,88.77
SO140239,F05,ST0178,2025-11-28,394,P012,Czech Republic,50.98
SO140240,F03,ST0046,2025-06-04,169,P033,France,57.74
SO140241,F04,ST0095,2024-05-03,88,P093,Italy,93.27
SO140242,F03,ST0131,2024-02-08,398,P047,Belgium,84.92
SO140243,F05,ST0024,2025-08-24,473,P052,Czech Republic,12.39
SO140244,F06,ST0035,2024-07-26,291,P061,Germany,82.37
SO140245,F03,ST0046,2025-02-21,446,P003,France,105.84
SO140246,F06,ST0062,2024-01-08,51,P049,Germany,51.43
SO140247,F06,ST0194,2025-10-27,47,P076,Germany,74.71
SO140248,F01,ST0003,2024-08-15,484,P023,Germany,85.88
SO140249,F01,ST0073,2025-11-08,156,P014,Germany,91.66
SO140250,F03,ST0217,2024-04-10,438,P049,France,49.42
SO140251,F05,ST0248,2025-12-05,163,P089,Czech Republic,61.93
SO140252,F06,ST0129,2025-02-22,356,P045,Germany,87.52
SO140253,F05,ST0192,2024-02-23,58,P028,Czech Republic,101.63
SO140254,F04,ST0138,2024-11-18,492,P060,Italy,63.41
SO140255,F06,ST0032,2024-07-03,446,P051,Sweden,8.78
SO140256,F01,ST0103,2025-10-24,287,P076,Germany,61.44
SO140257,F01,ST0133,2025-03-11,81,P044,Germany,64.31
SO140258,F03,ST0249,2024-08-30,440,P045,Spain,83.05
SO140259,F01,ST0047,2025-01-08,160,P011,Germany,58.88
SO140260,F02,ST0097,2025-04-02,399,P024,Sweden,86.98
SO140261,F03,ST0238,2025-01-09,271,P049,France,49.81
SO140262,F01,ST0196,2024-12-19,135,P033,Germany,62.5
SO140263,F01,ST0068,2024-03-14,369,P081,Germany,87.0
SO140264,F05,ST0071,2025-07-07,217,P070,Czech Republic,65.23
SO140265,F02,ST0060,2025-04-11,139,P076,Netherlands,57.86
SO140266,F01,ST0159,2025-10-31,63,P078,Germany,62.09
SO140267,F03,ST0198,2025-01-08,139,P027,France,100.45
SO140268,F03,ST0217,2024-07-24,202,P053,France,11.76
SO140269,F05,ST0077,2025-07-05,193,P092,Czech Republic,91.33
SO140270,F02,ST0140,2024-11-28,71,P024,Netherlands,93.45
SO140271,F01,ST0179,2025-11-19,341,P046,Germany,11.6
SO140272,F03,ST0052,2024-09-21,307,P068,France,62.73
SO140273,F03,ST0098,2024-12-26,423,P095,Belgium,107.19
SO140274,F01,ST0159,2024-04-26,190,P020,Germany,10.92
SO140275,F05,ST0077,2025-06-30,486,P015,Czech Republic,339.4
SO140276,F01,ST0128,2025-01-07,461,P011,Germany,65.4
SO140277,F04,ST0138,2025-08-25,157,P084,Italy,14.36
SO140278,F01,ST0022,2025-05-29,183,P064,Germany,10.07
SO140279,F03,ST0001,2025-02-03,98,P067,France,62.7
SO140280,F04,ST0009,2025-08-23,164,P077,Italy,74.84
SO140281,F04,ST0166,2024-11-07,384,P065,Italy,110.53
SO140282,F04,ST0204,2024-07-26,11,P059,Spain,92.51
SO140283,F05,ST0042,2025-12-31,61,P039,Czech Republic,53.49
SO140284,F01,ST0236,2025-09-14,229,P004,Germany,298.96
SO140285,F01,ST0108,2024-12-05,230,P073,Germany,11.09
SO140286,F04,ST0006,2025-02-20,301,P013,Italy,78.43
SO140287,F03,ST0084,2025-12-22,475,P010,France,86.43
SO140288,F03,ST0026,2024-07-22,292,P076,France,66.1
SO140289,F04,ST0214,2025-08-21,356,P054,Italy,68.16
SO140290,F02,ST0158,2024-02-08,417,P049,Netherlands,44.4
SO140291,F04,ST0095,2025-05-11,430,P099,Italy,13.09
SO140292,F03,ST0130,2025-04-18,171,P071,France,8.16
SO140293,F04,ST0154,2024-11-15,188,P002,Italy,81.81
SO140294,F06,ST0069,2024-07-30,291,P089,Germany,62.24
SO140295,F06,ST0050,2024-11-27,367,P092,Sweden,96.34
SO140296,F03,ST0008,2025-10-30,133,P022,France,8.86
SO140297,F01,ST0101,2024-08-10,207,P032,Germany,9.89
SO140298,F04,ST0138,2025-06-15,115,P091,Italy,67.83
SO140299,F06,ST0233,2024-03-01,52,P010,Germany,98.97
SO140300,F04,ST0094,2025-06-02,329,P016,Italy,348.58
SO140301,F06,ST0236,2025-10-06,301,P027,Germany,108.14
SO140302,F03,ST0226,2024-05-06,439,P047,Belgium,70.89
SO140303,F04,ST0144,2025-12-16,359,P098,Italy,13.28
SO140304,F01,ST0068,2025-06-18,415,P018,Germany,74.03
SO140305,F01,ST0165,2024-11-10,139,P009,Germany,74.47
SO140306,F04,ST0185,2025-11-11,124,P038,Spain,90.51
SO140307,F06,ST0170,2024-09-10,364,P062,Germany,78.5
SO140308,F03,ST0059,2025-11-24,387,P073,Spain,10.46
SO140309,F03,ST0145,2025-09-01,360,P100,France,73.02
SO140310,F02,ST0089,2024-04-08,460,P057,Belgium,14.25
SO140311,F01,ST0101,2025-07-15,271,P070,Germany,67.1
SO140312,F06,ST0101,2024-06-14,174,P058,Germany,81.78
SO140313,F02,ST0223,2025-03-16,314,P062,Belgium,77.65
SO140314,F05,ST0054,2025-06-09,323,P041,Czech Republic,66.14
SO140315,F02,ST0223,2025-10-16,176,P062,Belgium,82.09
SO140316,F03,ST0240,2025-07-22,214,P025,France,363.2
SO140317,F01,ST0184,2025-09-23,276,P041,Germany,66.04
SO140318,F01,ST0175,2025-11-21,55,P078,Germany,62.71
SO140319,F03,ST0028,2025-04-19,90,P089,France,60.88
SO140320,F04,ST0040,2024-07-05,263,P085,Spain,8.7
SO140321,F02,ST0149,2025-01-08,489,P036,Sweden,96.41
SO140322,F06,ST0206,2024-03-09,478,P051,Sweden,8.25
SO140323,F05,ST0119,2025-05-07,118,P015,Czech Republic,339.32
SO140324,F01,ST0011,2025-05-14,422,P089,Germany,55.69
SO140325,F03,ST0026,2025-06-12,307,P029,France,78.04
SO140326,F01,ST0242,2024-08-25,211,P008,Germany,48.27
SO140327,F04,ST0169,2024-04-07,277,P001,Spain,14.31
SO140328,F01,ST0066,2025-03-25,380,P008,Germany,45.9
SO140329,F04,ST0169,2024-03-28,18,P098,Spain,11.9
SO140330,F03,ST0211,2025-01-02,403,P100,France,70.16
SO140331,F04,ST0040,2025-02-16,192,P053,Spain,12.39
SO140332,F01,ST0120,2025-09-28,238,P031,Germany,333.57
SO140333,F04,ST0059,2024-06-26,285,P036,Spain,88.71
SO140334,F06,ST0092,2024-06-17,202,P053,Germany,9.89
SO140335,F03,ST0002,2024-07-16,497,P055,Spain,62.19
SO140336,F04,ST0091,2024-12-24,243,P036,Italy,97.71
SO140337,F04,ST0009,2025-07-22,174,P079,Italy,89.82
SO140338,F04,ST0221,2024-10-18,462,P077,Italy,85.39
SO140339,F03,ST0168,2024-12-25,452,P008,France,51.7
SO140340,F05,ST0078,2025-05-02,200,P021,Czech Republic,47.41
SO140341,F02,ST0206,2025-02-26,227,P051,Sweden,8.71
SO140342,F04,ST0229,2025-01-20,174,P062,Italy,81.54
SO140343,F03,ST0215,2024-07-20,80,P007,France,71.28
SO140344,F06,ST0150,2025-02-04,143,P029,Germany,73.74
SO140345,F06,ST0175,2025-12-01,147,P067,Germany,65.92
SO140346,F03,ST0099,2025-06-05,395,P018,Spain,74.21
SO140347,F03,ST0215,2024-04-27,93,P059,France,91.17
SO140348,F04,ST0214,2024-11-25,288,P064,Italy,11.8
SO140349,F06,ST0129,2025-10-07,42,P028,Germany,101.88
SO140350,F03,ST0238,2024-06-18,57,P098,France,11.3
SO140351,F01,ST0057,2025-12-16,480,P065,Germany,112.77
SO140352,F03,ST0007,2025-11-08,252,P055,France,66.07
SO140353,F01,ST0233,2025-01-22,121,P051,Germany,9.18
SO140354,F01,ST0011,2024-08-19,179,P089,Germany,61.4
SO140355,F05,ST0053,2025-08-28,37,P083,Czech Republic,53.49
SO140356,F06,ST0070,2025-11-01,282,P037,Germany,10.68
SO140357,F06,ST0137,2024-04-18,375,P041,Germany,64.17
SO140358,F03,ST0099,2025-05-22,426,P037,Spain,9.04
SO140359,F02,ST0032,2025-06-01,148,P034,Sweden,99.75
SO140360,F06,ST0175,2025-05-22,235,P068,Germany,62.94
SO140361,F04,ST0187,2024-12-24,360,P006,Italy,69.78
SO140362,F03,ST0112,2025-09-27,158,P066,France,61.14
SO140363,F02,ST0060,2024-03-19,330,P043,Netherlands,64.2
SO140364,F04,ST0172,2025-05-27,29,P016,Italy,340.33
SO140365,F01,ST0152,2024-04-20,225,P020,Germany,9.32
SO140366,F04,ST0082,2024-05-11,349,P003,Italy,96.15
SO140367,F03,ST0223,2025-09-12,457,P076,Belgium,68.35
SO140368,F03,ST0249,2025-08-10,480,P070,Spain,65.62
SO140369,F03,ST0090,2025-01-31,115,P087,France,234.3
SO140370,F02,ST0032,2025-07-08,361,P064,Sweden,11.79
SO140371,F03,ST0114,2024-03-16,185,P066,France,50.93
SO140372,F05,ST0248,2025-11-24,231,P099,Czech Republic,13.08
SO140373,F01,ST0136,2025-04-12,493,P007,Germany,62.49
SO140374,F02,ST0173,2024-12-05,120,P031,Netherlands,301.8
SO140375,F04,ST0019,2025-01-19,80,P095,Spain,106.35
SO140376,F01,ST0235,2025-05-01,242,P039,Germany,49.09
SO140377,F03,ST0021,2024-09-03,355,P092,France,94.31
SO140378,F03,ST0241,2024-06-17,110,P006,France,60.85
SO140379,F04,ST0012,2024-10-22,331,P079,Italy,86.42
SO140380,F03,ST0125,2025-08-18,316,P017,France,55.19
SO140381,F04,ST0171,2025-07-20,386,P098,Italy,12.43
SO140382,F02,ST0087,2024-06-19,198,P021,Netherlands,55.87
SO140383,F04,ST0182,2024-04-04,269,P059,Italy,78.41
SO140384,F02,ST0161,2024-10-03,499,P085,Netherlands,8.89
SO140385,F06,ST0066,2025-06-02,60,P030,Germany,73.93
SO140386,F04,ST0182,2024-08-17,456,P095,Italy,87.05
SO140387,F01,ST0101,2024-06-10,476,P006,Germany,63.23
SO140388,F01,ST0047,2025-05-11,426,P083,Germany,52.9
SO140389,F02,ST0206,2025-07-15,122,P038,Sweden,79.94
SO140390,F01,ST0179,2025-11-10,190,P061,Germany,93.46
SO140391,F03,ST0231,2024-07-03,39,P068,France,58.49
SO140392,F03,ST0048,2024-03-01,129,P027,France,91.92
SO140393,F06,ST0224,2025-06-21,218,P099,Germany,11.73
SO140394,F02,ST0207,2024-04-15,308,P014,Netherlands,80.38
SO140395,F06,ST0196,2024-10-14,236,P033,Germany,63.09
SO140396,F02,ST0199,2025-11-15,280,P003,Netherlands,105.37
SO140397,F03,ST0090,2025-06-04,109,P093,France,79.63
SO140398,F02,ST0197,2025-07-03,212,P031,Netherlands,284.9
SO140399,F03,ST0043,2024-11-16,296,P062,France,74.41
SO140400,F03,ST0141,2025-11-21,212,P065,France,112.44
SO140401,F04,ST0221,2024-06-03,396,P052,Italy,12.59
SO140402,F01,ST0011,2025-09-03,161,P009,Germany,67.24
SO140403,F03,ST0021,2025-04-13,291,P062,France,73.01
SO140404,F01,ST0035,2025-11-14,437,P075,Germany,9.18
SO140405,F03,ST0004,2024-09-03,473,P073,France,10.23
SO140406,F06,ST0133,2024-01-19,52,P075,Germany,9.94
SO140407,F01,ST0003,2024-12-12,372,P080,Germany,65.39
SO140408,F01,ST0003,2024-08-06,126,P047,Germany,72.96
SO140409,F03,ST0143,2024-11-18,198,P082,Spain,104.13
SO140410,F03,ST0145,2025-11-22,166,P009,France,74.02
SO140411,F02,ST0226,2025-09-22,49,P038,Belgium,71.83
SO140412,F04,ST0091,2025-11-28,101,P028,Italy,100.43
SO140413,F04,ST0208,2025-07-03,216,P061,Italy,78.84
SO140414,F03,ST0203,2024-03-04,496,P051,Spain,8.63
SO140415,F04,ST0006,2025-07-15,332,P097,Italy,265.48
SO140416,F04,ST0058,2025-08-08,173,P092,Italy,92.76
SO140417,F02,ST0158,2025-09-04,267,P042,Netherlands,64.62
SO140418,F04,ST0176,2024-06-17,208,P091,Italy,66.99
SO140419,F05,ST0115,2025-12-11,367,P076,Czech Republic,69.64
SO140420,F03,ST0026,2024-08-18,166,P010,France,93.08
SO140421,F01,ST0239,2025-02-02,260,P059,Germany,95.8
SO140422,F02,ST0074,2025-05-23,140,P070,Netherlands,57.95
SO140423,F05,ST0077,2025-04-16,411,P015,Czech Republic,339.78
SO140424,F03,ST0089,2024-01-13,250,P057,Belgium,15.48
SO140425,F06,ST0209,2025-12-31,305,P027,Germany,108.43
SO140426,F01,ST0037,2024-07-01,314,P011,Germany,65.5
SO140427,F04,ST0094,2024-01-16,462,P022,Italy,8.1
SO140428,F06,ST0011,2024-04-05,485,P009,Germany,63.32
SO140429,F04,ST0006,2025-11-16,101,P037,Italy,10.11
SO140430,F04,ST0169,2024-06-06,369,P046,Spain,10.33
SO140431,F03,ST0143,2025-11-08,491,P072,Spain,9.92
SO140432,F04,ST0065,2025-10-02,220,P078,Italy,55.45
SO140433,F02,ST0199,2025-05-27,53,P092,Netherlands,92.31
SO140434,F01,ST0132,2024-10-19,151,P082,Germany,94.86
SO140435,F05,ST0115,2025-05-14,197,P009,Czech Republic,62.71
SO140436,F04,ST0009,2025-06-10,243,P044,Italy,56.69
SO140437,F02,ST0055,2025-07-09,260,P064,Netherlands,11.69
SO140438,F03,ST0043,2024-04-30,139,P009,France,61.03
SO140439,F01,ST0070,2024-05-10,184,P093,Germany,93.64
SO140440,F01,ST0137,2025-07-22,248,P029,Germany,85.84
SO140441,F03,ST0223,2025-04-01,49,P076,Belgium,64.06
SO140442,F03,ST0247,2024-01-13,262,P028,France,103.98
SO140443,F04,ST0172,2025-10-12,292,P016,Italy,353.11
SO140444,F03,ST0198,2024-05-29,132,P062,France,72.61
SO140445,F05,ST0071,2024-02-15,413,P038,Czech Republic,83.75
SO140446,F06,ST0020,2024-04-03,418,P021,Sweden,50.38
SO140447,F03,ST0249,2025-11-10,396,P052,Spain,14.02
SO140448,F06,ST0227,2025-03-10,438,P028,Germany,93.95
SO140449,F02,ST0044,2024-05-13,34,P084,Belgium,14.05
SO140450,F01,ST0029,2024-08-12,284,P028,Germany,97.22
SO140451,F03,ST0244,2025-01-24,442,P027,Belgium,94.4
SO140452,F04,ST0202,2025-08-25,438,P043,Italy,75.65
SO140453,F01,ST0011,2025-07-20,64,P080,Germany,67.19
SO140454,F03,ST0123,2024-05-01,184,P072,Spain,8.76
SO140455,F02,ST0087,2025-10-25,488,P071,Netherlands,9.64
SO140456,F04,ST0228,2025-10-16,111,P050,Italy,100.63
SO140457,F06,ST0246,2025-09-01,60,P099,Germany,13.26
SO140458,F03,ST0112,2025-05-05,124,P008,France,44.61
SO140459,F06,ST0152,2024-12-19,349,P047,Germany,80.41
SO140460,F04,ST0221,2024-02-19,129,P029,Italy,86.5
SO140461,F03,ST0177,2025-06-09,437,P065,Spain,105.99
SO140462,F02,ST0074,2024-05-26,58,P092,Netherlands,85.23
SO140463,F01,ST0116,2025-11-19,477,P079,Germany,100.86
SO140464,F06,ST0102,2024-05-17,306,P085,Germany,8.0
SO140465,F04,ST0204,2024-07-16,178,P057,Spain,14.16
SO140466,F04,ST0189,2024-08-03,419,P044,Italy,64.11
SO140467,F03,ST0118,2024-02-07,43,P024,Spain,91.24
SO140468,F04,ST0176,2024-02-04,37,P054,Italy,63.98
SO140469,F03,ST0048,2025-08-10,436,P027,France,91.69
SO140470,F03,ST0244,2024-08-18,23,P006,Belgium,56.01
SO140471,F04,ST0076,2025-12-14,70,P009,Italy,72.94
SO140472,F03,ST0167,2025-10-13,318,P022,France,8.01
SO140473,F04,ST0249,2024-06-18,277,P032,Spain,10.0
SO140474,F04,ST0210,2024-07-11,462,P038,Italy,76.52
SO140475,F03,ST0238,2025-10-16,70,P083,France,58.93
SO140476,F04,ST0171,2025-07-15,80,P028,Italy,93.9
SO140477,F02,ST0161,2024-03-12,192,P036,Netherlands,89.81
SO140478,F06,ST0170,2024-10-15,260,P067,Germany,58.11
SO140479,F03,ST0056,2025-09-10,206,P078,France,60.39
SO140480,F04,ST0171,2024-09-26,386,P098,Italy,12.44
SO140481,F04,ST0135,2024-12-13,300,P097,Italy,285.69
SO140482,F03,ST0191,2025-02-13,86,P006,France,62.91
SO140483,F06,ST0005,2025-11-11,409,P036,Sweden,100.35
SO140484,F03,ST0106,2024-08-06,348,P077,France,69.54
SO140485,F01,ST0181,2024-12-14,113,P071,Germany,9.35
SO140486,F04,ST0228,2025-06-16,138,P071,Italy,9.8
SO140487,F03,ST0063,2025-05-01,334,P077,France,76.56
SO140488,F01,ST0137,2025-12-26,455,P050,Germany,105.2
SO140489,F04,ST0237,2024-06-17,205,P096,Italy,10.37
SO140490,F06,ST0102,2025-05-30,92,P085,Germany,8.12
SO140491,F03,ST0191,2024-03-01,174,P039,France,45.27
SO140492,F05,ST0071,2025-06-16,80,P097,Czech Republic,251.33
SO140493,F04,ST0188,2025-06-28,342,P001,Spain,15.15
SO140494,F04,ST0138,2024-11-18,387,P057,Italy,14.47
SO140495,F06,ST0120,2024-04-26,167,P027,Germany,100.16
SO140496,F06,ST0107,2024-04-30,95,P098,Germany,12.46
SO140497,F02,ST0113,2024-11-18,346,P048,Netherlands,14.55
SO140498,F02,ST0197,2024-01-26,446,P031,Netherlands,285.81
SO140499,F03,ST0052,2025-10-03,189,P018,France,77.31
SO140500,F04,ST0176,2024-11-14,345,P094,Italy,14.55
SO140501,F03,ST0201,2024-11-23,212,P016,France,410.4
SO140502,F06,ST0016,2025-10-06,40,P092,Germany,94.54
SO140503,F03,ST0231,2024-08-17,253,P051,France,8.1
SO140504,F05,ST0031,2024-10-27,243,P008,Czech Republic,50.68
SO140505,F04,ST0164,2025-08-28,23,P092,Italy,98.08
SO140506,F03,ST0104,2024-09-26,133,P080,France,73.95
SO140507,F03,ST0001,2024-10-22,426,P009,France,76.19
SO140508,F04,ST0079,2025-04-12,337,P014,Italy,81.62
SO140509,F02,ST0025,2024-11-27,216,P045,Netherlands,83.86
SO140510,F01,ST0179,2025-01-14,185,P061,Germany,94.61
SO140511,F01,ST0219,2025-09-26,253,P087,Germany,241.27
SO140512,F03,ST0034,2024-04-07,165,P019,France,352.36
SO140513,F04,ST0229,2024-12-26,210,P034,Italy,101.02
SO140514,F05,ST0054,2024-02-09,115,P057,Czech Republic,15.2
SO140515,F03,ST0063,2025-09-23,167,P092,France,96.76
SO140516,F03,ST0026,2025-01-31,461,P076,France,66.44
SO140517,F06,ST0073,2025-01-18,13,P047,Germany,93.86
SO140518,F03,ST0100,2024-03-20,199,P083,France,61.79
SO140519,F03,ST0039,2025-12-22,489,P094,Spain,16.16
SO140520,F06,ST0127,2024-02-16,284,P064,Germany,10.06
SO140521,F03,ST0215,2025-10-12,98,P044,France,65.05
SO140522,F03,ST0023,2024-06-12,117,P048,Belgium,13.36
SO140523,F03,ST0014,2024-02-28,292,P100,France,75.06
SO140524,F03,ST0118,2024-01-27,107,P053,Spain,12.5
SO140525,F03,ST0090,2025-08-21,245,P053,France,10.33
SO140526,F04,ST0163,2025-04-16,290,P084,Spain,14.14
SO140527,F05,ST0054,2025-10-20,174,P009,Czech Republic,73.41
SO140528,F03,ST0238,2025-05-11,364,P033,France,51.76
SO140529,F04,ST0105,2024-03-27,495,P051,Italy,7.17
SO140530,F02,ST0044,2024-06-16,210,P065,Belgium,92.92
SO140531,F03,ST0056,2024-06-28,62,P068,France,65.65
SO140532,F04,ST0188,2024-08-07,343,P040,Spain,12.25
SO140533,F04,ST0094,2024-08-17,89,P032,Italy,9.01
SO140534,F03,ST0036,2025-12-27,43,P100,France,70.91
SO140535,F03,ST0217,2024-11-09,84,P049,France,54.5
SO140536,F06,ST0147,2025-12-12,72,P009,Germany,74.2
SO140537,F02,ST0207,2024-07-03,342,P057,Netherlands,14.77
SO140538,F06,ST0133,2025-06-14,313,P013,Germany,76.96
SO140539,F02,ST0060,2025-10-26,378,P047,Netherlands,78.5
SO140540,F03,ST0034,2024-04-10,176,P045,France,77.94
SO140541,F01,ST0224,2025-07-03,428,P012,Germany,50.86
SO140542,F05,ST0031,2024-09-02,141,P008,Czech Republic,49.74
SO140543,F01,ST0227,2024-03-04,223,P095,Germany,98.0
SO140544,F06,ST0068,2025-12-12,104,P057,Germany,15.51
SO140545,F04,ST0012,2024-02-03,77,P007,Italy,63.49
SO140546,F03,ST0046,2025-09-25,135,P089,France,64.84
SO140547,F02,ST0080,2025-01-30,496,P089,Netherlands,64.16
SO140548,F02,ST0074,2024-05-01,121,P069,Netherlands,49.95
SO140549,F06,ST0150,2025-10-18,303,P071,Germany,8.58
SO140550,F01,ST0083,2025-08-17,211,P028,Germany,93.32
SO140551,F05,ST0031,2024-09-27,201,P008,Czech Republic,49.09
SO140552,F05,ST0024,2024-11-04,100,P089,Czech Republic,65.68
SO140553,F06,ST0149,2024-11-14,496,P073,Sweden,10.76
SO140554,F04,ST0142,2025-07-17,358,P082,Italy,98.96
SO140555,F02,ST0207,2024-12-23,346,P057,Netherlands,15.66
SO140556,F02,ST0097,2024-10-02,231,P008,Sweden,50.53
SO140557,F05,ST0078,2024-03-20,456,P029,Czech Republic,72.32
SO140558,F04,ST0237,2025-02-11,445,P015,Italy,371.35
SO140559,F06,ST0159,2025-03-22,18,P021,Germany,54.9
SO140560,F06,ST0083,2024-02-23,264,P017,Germany,62.39
SO140561,F03,ST0034,2025-02-10,30,P045,France,84.32
SO140562,F03,ST0110,2024-09-15,183,P006,France,67.97
SO140563,F01,ST0030,2025-02-19,367,P033,Germany,58.95
SO140564,F02,ST0074,2024-09-16,71,P070,Netherlands,59.65
SO140565,F03,ST0063,2024-09-06,114,P091,France,74.58
SO140566,F03,ST0096,2025-10-22,306,P051,France,8.58
SO140567,F04,ST0124,2025-08-23,182,P010,Italy,81.87
SO140568,F03,ST0036,2025-05-10,189,P065,France,90.76
SO140569,F04,ST0176,2025-05-08,337,P085,Italy,7.58
SO140570,F05,ST0053,2025-11-09,46,P050,Czech Republic,88.38
SO140571,F05,ST0071,2024-06-21,215,P012,Czech Republic,53.35
SO140572,F03,ST0130,2024-12-09,20,P080,France,69.64
SO140573,F04,ST0210,2024-09-27,455,P038,Italy,76.91
SO140574,F02,ST0032,2025-05-25,40,P042,Sweden,72.09
SO140575,F06,ST0242,2024-09-17,228,P096,Germany,10.51
SO140576,F02,ST0050,2024-11-13,46,P082,Sweden,102.49
SO140577,F03,ST0225,2024-02-22,257,P081,France,94.64
SO140578,F04,ST0076,2025-12-14,302,P085,Italy,8.91
SO140579,F01,ST0194,2025-11-30,201,P031,Germany,351.12
SO140580,F04,ST0139,2025-06-24,447,P075,Spain,9.01
SO140581,F03,ST0084,2024-11-25,160,P010,France,89.49
SO140582,F02,ST0050,2025-03-23,92,P011,Sweden,61.23
SO140583,F01,ST0128,2025-01-17,334,P069,Germany,56.58
SO140584,F03,ST0034,2024-07-25,305,P086,France,70.08
SO140585,F05,ST0248,2025-11-25,125,P097,Czech Republic,257.31
SO140586,F04,ST0142,2024-12-27,83,P082,Italy,109.06
SO140587,F06,ST0057,2024-03-10,161,P065,Germany,104.3
SO140588,F03,ST0114,2025-03-18,137,P078,France,49.96
SO140589,F02,ST0207,2024-12-28,351,P057,Netherlands,15.64
SO140590,F04,ST0051,2025-02-11,284,P013,Italy,77.03
SO140591,F03,ST0167,2025-09-03,389,P044,France,57.52
SO140592,F02,ST0087,2024-12-20,351,P047,Netherlands,86.54
SO140593,F04,ST0142,2025-10-27,244,P093,Italy,100.72
SO140594,F05,ST0178,2024-08-19,185,P071,Czech Republic,8.31
